Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Sales,Profit after tax,OPM,Dividend yield,Price to book value,Return on equity,Earnings yield,Sales growth,Profit growth,EVEBITDA,Sales growth 3Years,PEG Ratio
Sacheta Metals,531869,,INE433G01020,Non - Ferrous Metals,Aluminium,3.77,47.13,23.56,85.06,2.00,4.83,1.33,0.89,3.89,5.90,-12.16,-7.41,11.54,-5.11,-73.63
Sadbhav Engg.,532710,SADBHAV,INE226H01026,Construction,Civil Construction,8.15,139.83,,954.79,-1.02,56.28,0.00,,,14.83,-0.30,99.22,5.22,-18.20,
Sadbhav Infra.,539346,SADBHIN,INE764L01010,Construction,Civil Construction,2.55,89.82,1.08,788.54,83.55,64.87,0.00,,,15.63,9.00,1002.22,4.76,-2.07,-0.16
Sadhana Nitro,506642,SADHNANIQ,INE888C01040,Chemicals & Petrochemicals,Commodity Chemicals,2.72,824.76,,48.79,-84.86,-107.95,3.68,1.77,-23.52,-6.47,-69.03,-1860.58,-20.49,-29.76,
Sadhav Shipping,,SADHAV,INE0K5H01010,Transport Services,Shipping,110.65,178.51,12.13,97.55,14.72,25.42,0.00,1.57,14.66,7.28,0.71,24.32,9.28,7.83,0.45
Safa Systems,543461,,INE0JNA01014,Commercial Services & Supplies,Trading & Distributors,20.99,52.43,11.04,432.61,4.75,1.14,0.00,1.23,11.81,7.01,-16.62,24.67,14.07,,
Safari Inds.,523025,SAFARI,INE429E01023,Consumer Durables,Plastic Products - Consumer,1540.40,7547.54,45.73,2107.80,165.05,12.66,0.26,6.77,15.94,2.99,13.97,10.86,25.22,19.09,4.73
Safe Enterprises,,SAFEENTP,INE17D601016,Consumer Durables,"Furniture, Home Furnishing",273.00,1272.30,19.70,218.42,64.59,36.21,0.00,4.42,35.90,7.49,57.92,64.81,13.10,,
Safecure Service,544596,,INE0SVZ01015,Other Consumer Services,Other Consumer Services,22.70,22.79,4.26,54.86,5.35,14.15,0.00,0.49,16.74,24.02,-9.87,3.68,3.66,12.14,0.22
Safety Controls,544746,,INE0UMH01018,Construction,Civil Construction,63.50,125.90,8.73,117.01,14.42,22.58,0.00,,29.04,15.50,14.09,88.74,6.37,34.70,0.09
Saffron Industri,531436,,INE474D01013,"Paper, Forest & Jute Products",Paper & Paper Products,26.04,18.71,10.94,4.82,1.71,40.87,0.00,,,8.56,-48.83,-44.30,9.94,-26.13,0.24
Sagar Cements,502090,SAGCEM,INE229C01021,Cement & Cement Products,Cement & Cement Products,152.86,1998.00,,2685.43,-35.40,9.05,0.00,1.18,-1.05,0.50,13.42,76.99,14.04,5.93,
Sagardeep Alloys,,SAGARDEEP,INE976T01013,Industrial Products,"Aluminium, Copper & Zinc Products",23.62,40.29,14.09,200.31,2.86,2.53,0.00,1.14,7.54,10.04,53.73,123.44,8.97,27.05,0.36
SagarSoft (India,540143,,INE184B01012,IT - Software,Computers - Software & Consulting,96.88,61.93,,178.32,-3.13,-3.34,1.55,0.88,-10.36,-10.09,23.64,-286.31,-23.51,0.05,
Sagility,544282,SAGILITY,INE0W2G01015,IT - Services,IT Enabled Services,46.82,21917.98,21.33,7617.39,1027.73,24.27,0.32,2.27,10.58,6.49,29.43,54.46,11.49,19.47,0.25
Sahaj Solar,,SAHAJSOLAR,INE0P4701011,Electrical Equipment,Other Electrical Equipment,99.95,219.61,7.43,419.19,29.57,12.35,0.50,1.59,23.97,13.56,27.11,7.37,7.17,31.26,0.11
Sahana Systems,,SAHANA,INE0LEX01011,IT - Services,IT Enabled Services,920.30,975.93,14.38,331.15,67.87,30.12,0.09,3.87,31.70,10.35,97.76,91.34,9.06,139.38,0.12
Sahara Housing,511533,,INE135C01012,Finance,Housing Finance Company,39.07,27.35,91.17,7.06,0.30,30.59,0.00,0.52,0.65,5.34,-12.73,-51.61,15.77,-13.85,-2.41
Sahasra Electro.,,SAHASRA,INE0RBQ01018,Industrial Products,Other Industrial Products,307.85,769.40,54.22,138.76,14.19,13.18,0.32,3.27,6.22,2.28,44.78,416.00,29.08,,
Sahyadri Industr,532841,SAHYADRI,INE280H01015,Other Construction Materials,Other Construction Materials,392.15,429.26,9.51,722.73,45.15,11.05,0.64,1.06,7.51,14.41,19.93,154.65,5.03,4.56,-1.29
Sai Capital,531931,SAICAPI,INE531X01018,Commercial Services & Supplies,Diversified Commercial Services,157.56,45.37,3.66,0.75,12.40,-297.33,0.00,0.12,3.40,38.72,27.12,4.38,2.30,15.37,0.05
Sai Life,544306,SAILIFE,INE570L01029,Pharmaceuticals & Biotechnology,Pharmaceuticals,1584.30,33649.62,91.51,2250.36,367.73,29.25,0.00,13.51,15.42,1.55,17.74,50.65,48.25,21.67,0.40
Sai Parenteral's,544742,SAIPARENT,INE0H9F01037,Pharmaceuticals & Biotechnology,Pharmaceuticals,519.55,2295.33,110.57,380.96,14.26,10.18,0.00,,4.88,1.30,133.57,-1.11,49.63,57.90,2.29
Sai Silks,543989,KALAMANDIR,INE438K01021,Retailing,Speciality Retail,86.49,1326.46,9.72,1649.72,136.51,15.48,1.73,1.05,11.79,16.02,4.83,20.43,4.88,6.96,0.74
Sainik Finance,530265,,INE584B01013,Cement & Cement Products,Cement & Cement Products,37.25,40.53,9.77,17.68,4.15,88.18,0.00,0.84,9.02,10.97,6.06,-34.13,9.12,-2.55,0.04
Saint-Gob. Sekur,515043,SEKURITIND,INE068B01017,Auto Components,Auto Components & Equipments,114.56,1043.76,23.49,248.93,44.43,19.90,2.18,4.29,17.85,5.57,16.68,13.72,17.00,9.26,1.20
Saj Hotels,,SAJHOTELS,INE00MT01022,Leisure Services,Hotels & Resorts,37.90,61.11,21.15,16.88,2.89,31.46,0.00,0.51,2.44,9.25,0.42,-26.28,8.15,9.92,0.29
Sakar Healthcare,,SAKAR,INE732S01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,1013.90,2255.92,62.51,271.97,36.09,28.48,0.00,6.95,9.99,2.42,43.76,82.27,28.76,23.52,1.84
Saksoft,590051,SAKSOFT,INE667G01023,IT - Software,Computers - Software & Consulting,154.58,2048.98,15.30,1006.74,133.92,18.54,0.65,2.63,19.55,10.39,8.13,15.89,8.99,14.81,0.82
Sakthi Finance,511066,,INE302E01014,Finance,Investment Company,27.31,176.71,10.21,207.96,17.31,74.03,2.93,0.73,7.33,12.67,-3.51,2.55,7.53,3.16,0.90
Sakthi Sugars,507315,SAKHTISUG,INE623A01011,Agricultural Food & other Products,Sugar,19.78,235.08,8.58,973.45,27.41,8.78,0.00,1.03,12.74,14.20,16.25,110.85,5.50,-5.81,0.29
Sakuma Exports,532713,SAKUMA,INE190H01024,Commercial Services & Supplies,Trading & Distributors,1.62,253.97,23.78,1665.84,10.68,0.34,0.00,0.34,1.31,6.51,-13.44,-0.74,13.08,-18.65,-0.85
SAL Automotive,539353,,INE724G01014,Auto Components,Auto Components & Equipments,199.90,95.86,16.50,400.27,5.81,3.24,1.00,2.08,10.50,8.11,6.01,21.80,8.75,8.16,-117.86
Salasar Exterior,,SECL,INE00Y701026,Construction,Civil Construction,2.65,27.28,,3.05,-1.67,-44.26,0.00,2.43,-13.94,-3.73,-24.88,-325.68,-27.21,69.17,
Salasar Techno,540642,SALASAR,INE170V01027,Industrial Manufacturing,Industrial Products,5.20,908.93,66.35,1498.14,13.70,6.96,0.00,1.09,2.13,6.93,4.03,-35.53,11.16,14.36,-2.67
Salem Erode Inv.,540181,,INE894E01028,Finance,Non Banking Financial Company (NBFC),25.88,59.35,,3.31,-5.17,-71.00,0.00,4.08,-28.60,-4.78,-17.04,-17.23,-31.67,-4.50,
Salguti Industri,526554,,INE159C01012,Industrial Products,Packaging,27.90,21.04,,117.30,-0.14,6.76,0.00,2.35,-1.45,4.16,27.68,48.15,7.29,2.44,
Salona Cotspin,590056,SALONA,INE498E01010,Textiles & Apparels,Other Textile Products,269.95,142.06,62.03,633.32,2.29,5.58,0.37,1.70,1.45,7.76,0.65,-3.78,9.17,6.85,-1.05
Salora Intl.,500370,,INE924A01013,Commercial Services & Supplies,Trading & Distributors,25.75,22.69,,37.04,-2.73,-6.45,0.00,0.44,-3.04,-4.96,-74.80,-200.00,-22.48,-19.22,
Salzer Electron.,517059,SALZERELEC,INE457F01013,Electrical Equipment,Other Electrical Equipment,549.70,972.02,21.99,1768.74,44.21,7.33,0.45,1.68,9.55,6.97,20.47,-34.02,11.42,19.18,1.60
Sam Industries,532005,,INE653D01012,Realty,"Residential, Commercial Projects",39.24,43.51,11.70,14.44,3.72,38.30,0.00,0.57,0.53,9.92,9.31,15.53,7.76,-20.16,-0.20
Samay Project,,SAMAY,INE124101010,Construction,Civil Construction,44.50,68.30,10.98,50.16,6.22,15.23,0.00,1.71,20.48,15.11,35.06,51.34,6.48,35.10,0.33
Sambandam Spg.,521240,SAMBANDAM,INE304D01012,Textiles & Apparels,Other Textile Products,123.23,52.50,,259.73,-5.80,4.39,0.00,0.65,-6.65,2.26,-1.49,-1.40,14.72,0.05,
Sambhaav Media,511630,SAMBHAAV,INE699B01027,Media,Electronic Media,5.94,113.52,,43.50,-1.63,7.77,0.00,1.36,0.29,0.28,3.67,-379.72,24.75,2.24,
Sambhv Steel,544430,SAMBHV,INE12NJ01018,Industrial Products,Iron & Steel Products,128.69,3792.13,22.78,2586.79,166.49,11.55,0.00,3.59,18.46,6.39,48.73,149.65,13.17,37.06,0.68
Sameera Agro,,SAIFL,INE0PZA01015,Agricultural Food & other Products,Other Agricultural Products,4.80,28.58,1.71,274.02,16.68,8.76,0.00,0.21,12.94,67.85,15.91,17.38,1.47,25.45,0.09
Samhi Hotels,543984,SAMHI,INE08U801020,Leisure Services,Hotels & Resorts,153.99,3424.12,8.15,1280.79,420.26,34.28,0.00,1.57,24.48,6.49,11.84,243.36,11.09,19.10,0.18
Samkrg Pistons,520075,,INE706B01012,Auto Components,Auto Components & Equipments,116.80,114.70,12.01,293.72,9.55,12.82,0.43,0.57,4.92,17.99,17.25,38.41,3.66,6.84,-0.94
Sammaan Capital,535789,SAMMAANCAP,INE148I01020,Finance,Housing Finance Company,158.39,18397.68,,7417.73,-736.39,45.47,0.00,0.97,-3.18,5.62,-17.09,59.09,17.35,-2.16,
Samor Reality,543376,,INE0GD201014,Realty,"Residential, Commercial Projects",90.10,203.63,,0.00,-6.76,,0.00,3.23,-10.98,-0.57,,-619.15,-178.25,,
Sampann Utpadan,534598,SAMPANN,INE735M01018,Industrial Products,Rubber,25.19,128.75,18.39,151.66,7.00,10.58,0.00,2.58,21.29,4.93,37.87,713.95,13.13,35.21,0.22
Sampark India,544810,,INE147701010,Transport Services,Logistics Solution Provider,94.50,115.85,11.00,223.27,10.53,8.97,0.00,,24.86,11.84,11.17,32.45,7.44,5.89,0.19
Sampat Aluminium,544520,,INE10XS01012,Industrial Products,"Aluminium, Copper & Zinc Products",38.75,32.86,5.53,178.01,5.94,5.08,0.00,0.58,15.00,17.14,34.19,-14.29,5.76,11.27,0.09
Sampre Nutrition,530617,,INE375C01022,Food Products,Packaged Foods,6.63,62.99,15.48,47.34,4.07,12.36,0.00,0.63,4.01,5.50,50.33,159.42,12.23,5.32,0.13
Samrat Forgings,543229,,INE412J01010,Industrial Products,Castings & Forgings,242.00,121.00,26.42,200.56,4.58,8.37,0.00,2.92,11.23,6.49,2.07,-4.78,11.50,4.34,-7.61
Samrat Pharma,530125,,INE103E01016,Pharmaceuticals & Biotechnology,Pharmaceuticals,231.50,71.53,,293.83,-2.21,-0.46,0.43,1.05,-5.19,-1.29,4.69,-145.95,-331.48,-2.30,
Samsrita Labs,539267,,INE579N01018,Healthcare Services,Healthcare Service Provider,12.65,28.78,,0.02,-8.16,-43750.00,0.00,2.45,-68.80,-30.27,,-2814.29,-3.30,0.00,
Samtel (India),500371,,INE538C01017,Consumer Durables,Consumer Electronics,37.45,26.54,44.98,0.08,0.59,-250.00,0.00,14.27,3.19,0.42,700.00,186.76,240.18,,-0.80
Samvardh. Mothe.,517334,MOTHERSON,INE775A01035,Auto Components,Auto Components & Equipments,160.70,169609.89,37.12,131135.44,4569.80,9.56,0.37,4.14,11.24,4.55,14.02,35.30,13.39,17.02,0.92
Samyak Internati,530025,,INE607G01011,Commercial Services & Supplies,Diversified Commercial Services,17.98,21.57,,45.41,-0.27,3.41,0.00,0.25,-0.73,7.32,19.16,84.02,4.43,-2.30,
Sanathan Textile,544314,SANATHAN,INE0JPD01013,Textiles & Apparels,Other Textile Products,456.20,3850.51,63.39,4400.58,60.74,7.34,0.00,2.06,3.78,4.38,48.53,-59.72,15.11,4.61,-2.80
Sanathnagar Ent.,509423,,INE367E01033,Realty,"Residential, Commercial Projects",33.35,10.51,131.38,0.00,0.08,,0.00,,,0.33,,102.36,300.63,,4.05
Sanblue Corp.,521222,,INE602D01027,Textiles & Apparels,Trading - Textile Products,28.27,14.14,67.33,4.36,0.21,-6.65,0.00,0.41,0.44,1.58,115.84,-32.26,63.18,-5.50,-1.93
Sanchay Finvest,511563,,INE654D01010,Commercial Services & Supplies,Diversified Commercial Services,51.84,41.47,,-0.19,-0.76,-426.32,0.00,,-29.89,-1.88,-69.84,31.53,-53.86,,
Sanco Trans,523116,,INE391G01012,Transport Services,Logistics Solution Provider,694.95,125.09,15.35,143.37,8.15,8.73,0.65,1.08,6.29,7.19,24.32,180.07,8.72,9.00,0.17
Sancode Tech.,543897,,INE0P7001013,IT - Services,IT Enabled Services,613.70,457.55,973.51,15.76,0.47,3.11,0.00,32.73,7.14,0.12,14.12,-4.08,760.82,116.64,60.32
Sandesh,526725,SANDESH,INE583B01015,Media,Print Media,1051.30,795.83,7.30,824.09,109.04,1.10,0.48,0.56,4.83,18.65,175.74,29.66,5.10,8.87,-0.63
Sandhar Tech,541163,SANDHAR,INE278H01035,Auto Components,Auto Components & Equipments,624.00,3755.90,17.94,5143.89,209.39,8.95,0.64,2.82,11.52,7.06,26.63,50.85,9.06,18.59,0.69
Sandu Pharma.,524703,,INE751D01014,Pharmaceuticals & Biotechnology,Pharmaceuticals,38.22,36.92,20.86,69.62,1.77,4.31,2.62,0.85,4.13,9.25,4.16,9.94,8.74,2.28,4.00
Sandur Manganese,504918,SANDUMA,INE149K01016,Ferrous Metals,Iron & Steel,197.83,9616.61,12.97,5327.82,741.52,23.53,0.25,2.96,23.03,10.60,45.22,50.62,7.93,33.77,0.35
Sangal Papers,516096,,INE384D01022,"Paper, Forest & Jute Products",Paper & Paper Products,182.15,23.86,5.61,187.68,4.25,4.98,0.00,0.51,5.20,15.37,1.32,43.58,5.17,-7.43,-0.50
Sangam Finserv,538714,,INE475D01010,Finance,Non Banking Financial Company (NBFC),38.06,177.41,23.34,23.08,7.60,66.77,0.00,1.30,2.42,7.11,16.45,-12.24,13.95,-2.08,-1.15
Sangam India,514234,SANGAMIND,INE495C01010,Textiles & Apparels,Other Textile Products,578.80,2908.27,23.15,3249.28,125.65,10.92,0.35,2.42,8.70,6.91,10.82,442.53,11.26,5.51,-1.52
Sangani Hospital,,SANGANI,INE0OVI01010,Healthcare Services,Hospital,54.60,75.22,25.16,106.96,2.99,7.55,0.00,1.84,7.76,11.80,405.48,15.44,7.51,89.69,1.06
Sanghvi Brands,540782,,INE204Y01010,Leisure Services,Hotels & Resorts,13.97,14.55,9.21,14.61,1.58,11.50,0.00,2.04,24.98,21.19,19.75,56.44,4.65,20.64,0.08
Sanghvi Movers,530073,SANGHVIMOV,INE989A01032,Commercial Services & Supplies,Diversified Commercial Services,439.20,3802.42,18.55,1176.76,204.97,36.18,0.46,2.90,13.90,7.41,30.05,23.26,9.43,32.92,0.91
Sanginita Chemi.,,SANGINITA,INE753W01010,Chemicals & Petrochemicals,Specialty Chemicals,59.50,359.06,,155.85,-21.21,-11.38,0.00,3.32,-18.89,-5.32,-28.72,-5150.00,-21.02,5.91,
Sanjiv.Parant.,531569,,INE860D01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,189.60,232.91,31.05,66.33,7.50,15.32,0.26,4.81,16.23,4.36,-7.30,-7.64,20.92,16.04,1.97
Sanmit Infra,532435,,INE799C01049,Petroleum Products,Refineries & Marketing,49.35,77.98,25.24,103.63,1.98,5.41,0.00,,,,,,,,
Sanofi Consumer,544250,SANOFICONR,INE0UOS01011,Pharmaceuticals & Biotechnology,Pharmaceuticals,4201.70,9676.78,36.38,949.80,266.00,37.16,1.78,27.81,71.60,3.90,31.17,34.44,24.72,,
Sanofi India,500674,SANOFI,INE058A01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,3158.20,7273.33,21.22,1805.20,342.77,26.73,2.37,8.79,43.03,6.71,-8.88,-3.86,13.81,-12.79,-1.63
Sanrhea Tech.,514280,,INE589J01015,Textiles & Apparels,Other Textile Products,161.00,91.61,13.67,91.03,6.70,13.45,0.93,2.72,19.25,11.16,20.04,40.76,7.40,8.71,0.44
Sansera Enginee.,543358,SANSERA,INE953O01021,Auto Components,Auto Components & Equipments,3782.60,23604.77,67.69,3341.47,348.70,18.91,0.11,7.70,10.65,2.09,23.53,61.41,34.31,13.86,2.47
Sanstar,544217,SANSTAR,INE08NE01025,Agricultural Food & other Products,Other Agricultural Products,111.31,2229.19,50.66,821.13,44.00,6.57,0.00,2.92,5.09,2.50,-0.13,63.20,32.36,1.08,-9.31
Santosh Fin Fab,530035,,INE612D01018,Textiles & Apparels,Other Textile Products,36.20,12.76,,15.79,-0.09,2.47,0.00,2.22,-0.17,1.76,-9.46,-175.00,38.33,0.10,
Sanwaria Consum.,519260,SANWARIA,INE890C01046,Food Products,Other Food Products,0.18,13.25,,1.08,-4.20,-9.26,0.00,,,-0.54,,2.55,-9120.20,,
Sapphire Foods,543397,SAPPHIRE,INE806T01020,Leisure Services,Restaurants,228.43,7341.35,2982.68,3239.45,2.46,15.45,0.00,5.28,-1.03,1.49,10.17,-85.80,16.48,11.32,
Saptarishi Agro,519238,,INE233P01017,Agricultural Food & other Products,Other Agricultural Products,23.19,78.90,,83.30,-0.46,-10.06,0.00,7.31,8.59,1.02,-8.93,-121.60,46.53,22.47,
Sar Auto Prod.,538992,,INE002E01010,Auto Components,Auto Components & Equipments,4266.90,2033.07,2209.86,17.40,0.92,12.70,0.00,113.07,3.80,0.05,39.87,283.33,600.34,7.38,694.92
Sar Televenture,,SARTELE,INE0PUC01020,Telecom - Services,Telecom - Infrastructure,89.40,448.32,6.24,522.11,71.82,17.78,0.00,0.46,7.95,18.70,49.22,53.76,4.36,152.43,0.02
Saraswati Commer,512020,ZSARACOM,INE967G01019,Finance,Non Banking Financial Company (NBFC),11302.00,1238.62,9.36,165.07,132.30,96.95,0.00,1.12,8.92,12.94,326.43,438.68,7.73,71.40,0.09
Saraswati Saree,544230,SSDL,INE0PQ101010,Textiles & Apparels,Garments & Apparels,56.69,224.49,9.48,633.98,23.67,4.86,2.67,1.15,12.12,20.80,0.95,-23.22,4.18,2.14,-16.63
Sarda Energy,504614,SARDAEN,INE385C01021,Ferrous Metals,Iron & Steel,508.55,17920.35,15.97,5665.38,1122.41,32.19,0.39,2.43,16.09,8.84,5.90,19.96,9.42,10.55,0.71
Sarda Proteins,519242,,INE995U01011,Agricultural Food & other Products,Edible Oil,92.66,83.17,29.92,18.19,2.78,-13.74,0.00,27.63,23.75,4.39,-48.24,812.82,22.77,40.71,0.16
Saregama India,532163,SAREGAMA,INE979A01025,Entertainment,Media & Entertainment,492.75,9500.69,41.63,1041.45,228.22,35.87,0.91,5.61,12.67,3.38,-11.20,13.90,23.19,10.16,10.84
Sarla Performanc,526885,SARLAPOLY,INE453D01025,Textiles & Apparels,Other Textile Products,100.20,796.62,10.09,412.10,78.97,13.41,2.00,1.92,14.40,8.62,-1.58,15.91,9.14,1.18,0.22
Saroja Pharma In,,SAROJA,INE0PCL01011,Chemicals & Petrochemicals,Specialty Chemicals,38.95,15.66,9.67,70.24,1.62,5.42,0.00,0.91,9.83,12.45,30.73,57.28,7.80,11.86,0.64
Sarthak Global,530993,,INE075H01019,Commercial Services & Supplies,Trading & Distributors,36.10,10.83,,4.46,-0.48,-15.47,0.00,6.37,0.59,-0.20,-57.64,-223.08,-492.50,26.35,
Sarthak Industri,531930,,INE074H01012,Commercial Services & Supplies,Trading & Distributors,26.00,24.16,8.45,305.58,2.86,0.97,0.00,0.53,1.80,17.55,19.53,-23.73,5.46,69.17,6.50
Sarthak Metals,540393,SMLT,INE017W01010,Industrial Products,Iron & Steel Products,65.59,89.79,18.40,201.24,4.88,3.88,0.76,0.72,3.77,8.09,9.36,29.10,9.02,-22.21,-0.40
Sarup Industries,514412,,INE305D01019,Consumer Durables,Footwear,118.00,38.35,76.70,15.26,0.50,8.32,0.00,,,1.85,-6.50,-31.51,39.17,20.72,2.51
Sarveshwar Foods,543688,SARVESHWAR,INE324X01026,Agricultural Food & other Products,Other Agricultural Products,3.36,414.18,12.55,1402.29,32.99,4.61,0.00,0.87,8.37,10.54,16.42,7.01,9.28,24.98,0.21
Sarvottam Finve.,539124,,INE822Q01015,Finance,Non Banking Financial Company (NBFC),17.97,13.48,,1.66,-0.21,-10.84,0.00,0.55,-0.77,-1.36,1.84,46.15,-73.78,-10.80,
Sasken Technol.,532663,SASKEN,INE231F01020,IT - Services,IT Enabled Services,1881.30,2857.98,38.74,1178.88,73.78,8.98,1.33,3.34,7.00,3.80,68.15,77.43,19.02,35.55,-2.54
Sat Kartar Life,,SATKARTAR,INE0NB801022,Pharmaceuticals & Biotechnology,Pharmaceuticals,116.70,184.33,11.57,193.84,15.93,12.76,0.60,2.72,26.74,13.79,18.98,63.89,6.33,32.69,0.14
Satani Bearings,505703,,INE498D01012,Industrial Manufacturing,Industrial Products,283.05,566.10,5146.36,41.06,0.11,0.19,0.00,31.56,0.56,0.03,,127.50,3773.20,1424.63,182.56
Satchmo Holdings,533202,,INE639K01016,Commercial Services & Supplies,Diversified Commercial Services,3.81,55.56,3.93,31.37,14.14,24.99,0.00,0.50,,18.22,209.98,207.04,5.05,-32.87,0.13
Sathlokhar Sys.,,SSEGL,INE0RFP01011,Construction,Civil Construction,400.60,1040.70,10.14,948.68,102.64,14.99,0.00,2.90,30.27,13.31,121.88,141.58,7.45,111.17,0.07
Sati Poly,,SATIPOLY,INE0RPM01017,Industrial Products,Packaging,38.90,19.24,5.58,273.32,3.45,2.66,0.00,0.98,19.28,20.64,-9.45,-76.78,3.96,12.76,1.06
Satia Industries,539201,SATIA,INE170E01023,"Paper, Forest & Jute Products",Paper & Paper Products,63.36,633.60,,1442.81,-7.81,7.81,0.63,0.58,3.83,5.43,-2.75,-107.88,4.98,-8.26,
Satin Creditcare,539404,SATIN,INE836B01017,Finance,Microfinance Institutions,220.75,2438.65,5.95,3209.34,409.76,56.61,0.00,0.85,12.29,16.11,20.69,225.36,6.10,26.60,0.02
Sattrix Infor.,544189,,INE0QUV01010,IT - Services,IT Enabled Services,321.60,364.96,44.29,60.83,8.24,20.50,0.00,1.80,6.89,3.26,36.30,103.96,27.14,18.46,1.63
Sattva Eng.,,SATTVAENGG,INE14DW01018,Other Utilities,Water Supply & Management,61.50,107.43,8.28,143.23,12.97,15.42,0.00,1.22,19.72,17.43,52.94,44.59,5.64,19.64,0.06
Saumya Cons,539218,,INE563C01015,Finance,Non Banking Financial Company (NBFC),121.00,83.57,,18.80,-0.60,-6.12,0.00,0.74,-3.77,-1.09,-44.82,-106.22,-124.88,-20.69,
Saurashtra Cem.,502175,SAURASHCEM,INE626A01014,Cement & Cement Products,Cement & Cement Products,57.61,641.13,39.97,1699.23,16.04,2.26,0.00,0.67,2.29,2.40,7.86,91.41,9.17,0.42,0.90
Saven Tech.,532404,,INE856B01023,IT - Services,IT Enabled Services,34.20,37.21,13.20,19.25,2.82,21.45,4.39,1.72,16.40,11.44,24.03,-13.76,6.92,7.86,-4.93
Savera Industrie,512634,,INE104E01014,Leisure Services,Hotels & Resorts,169.00,201.62,18.53,109.04,10.88,16.55,1.78,2.07,10.29,8.44,30.12,-24.60,7.96,18.52,-8.27
Savita Oil Tech,524667,SOTL,INE035D01020,Petroleum Products,Lubricants,740.75,5078.61,11.89,4853.24,427.13,10.73,0.67,2.76,8.88,11.92,26.15,204.14,8.04,6.31,-1.13
Savy Infra,,SAVY,INE0UCN01017,Construction,Civil Construction,136.15,283.31,6.74,638.28,42.03,9.34,0.00,1.79,39.91,19.65,125.23,76.01,5.07,368.93,0.02
Sawaca Enterpri.,531893,,INE248B01023,Commercial Services & Supplies,Diversified Commercial Services,0.29,16.59,36.87,32.63,0.45,-4.14,0.00,0.29,-0.71,8.14,-55.71,176.27,10.52,141.97,
Sawaliya Food,,SAWALIYA,INE10VS01016,Agricultural Food & other Products,Other Agricultural Products,159.95,158.64,19.83,41.31,8.00,29.44,0.00,3.23,25.92,7.36,20.86,14.94,13.08,39.89,0.14
Sayaji (Indore),544080,,INE0MGS01014,Leisure Services,Hotels & Resorts,1250.90,381.10,42.97,109.31,8.87,21.23,0.06,5.43,13.94,3.46,3.74,-17.41,21.03,2.40,-11.10
Sayaji Hot. Pune,544090,,INE07G501017,Leisure Services,Hotels & Resorts,838.60,255.49,12.31,82.43,20.76,34.24,0.00,2.52,21.29,11.04,4.82,16.17,8.33,7.39,1.01
Sayaji Hotels,523710,SAYAJIHOTL,INE318C01014,Leisure Services,Hotels & Resorts,319.35,559.44,,133.26,-8.29,15.38,0.00,3.60,-14.57,0.71,-8.63,-91.45,23.55,8.97,
Sayaji Industr,540728,SAYAJIIND,INE327G01032,Agricultural Food & other Products,Other Agricultural Products,116.11,293.53,23.60,1087.88,12.44,4.91,0.00,3.17,1.54,8.02,8.51,202.22,8.27,1.00,1.36
SBC Exports,542725,SBC,INE04AK01028,Textiles & Apparels,Garments & Apparels,45.76,2179.05,64.18,346.09,33.95,10.62,0.00,28.91,33.56,2.14,46.75,139.59,45.55,12.06,1.36
SBEC Sugar,532102,,INE948G01019,Agricultural Food & other Products,Sugar,61.99,295.41,5.48,527.58,53.86,3.02,0.00,1.76,33.73,18.26,-13.40,266.59,4.65,-5.91,0.09
SBEC Systems,517360,,INE689V01018,Commercial Services & Supplies,Trading & Distributors,19.31,19.31,13.05,3.42,1.48,54.39,0.00,,,5.27,2.40,-39.84,18.90,3.18,1.21
SBFC Finance,543959,SBFC,INE423Y01016,Finance,Non Banking Financial Company (NBFC),100.08,11099.10,23.12,1781.86,480.07,68.81,0.00,2.97,13.05,6.85,27.63,30.68,14.36,31.73,0.52
SBI,500112,SBIN,INE062A01020,Banks,Public Sector Bank,1016.10,937923.05,11.16,525747.06,84014.25,45.02,1.71,1.51,15.38,5.69,5.52,5.76,17.57,13.64,0.78
SBI Cards,543066,SBICARD,INE018E01016,Finance,Non Banking Financial Company (NBFC),658.25,62641.91,27.53,20063.29,2275.15,26.78,0.38,3.98,14.69,5.81,7.92,21.16,16.86,13.34,-20.09
SBI Funds Mgt.,544829,SBIFUNDS,INE640G01020,Capital Markets,Asset Management Company,562.10,114490.08,36.95,4965.70,3067.33,81.52,0.00,,43.02,3.52,17.27,20.76,28.08,27.34,1.16
SBI Life Insuran,540719,SBILIFE,INE123W01016,Insurance,Life Insurance,1775.00,178094.55,68.47,119655.76,2600.90,0.70,0.15,8.85,13.70,1.60,-1.30,4.53,62.31,11.68,5.35
SC Agrotech,526081,,INE895E01017,Agricultural Food & other Products,Other Agricultural Products,26.32,200.02,15.53,123.78,12.88,14.07,0.00,1.69,5.53,8.29,5684.11,64300.00,12.06,892.76,0.17
Scan Projects,531797,,INE393D01015,Cement & Cement Products,Cement & Cement Products,124.80,35.86,51.97,15.13,0.69,3.77,0.00,6.25,13.08,2.74,21.82,-2.82,34.69,38.94,0.49
